Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,"Harm Score
(3-15)",Divestment (Y/N),Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other 
Mirabito Holdings,Y,NY,"1,150",1927,n/a,n/a,n/a,n/a,n/a,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Utility/Energy,n/a,n/a,n/a,n/a,"n/a,",n/a,$380.0,2018,N,n/a,n/a,https://www.mirabito.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),n/a
Miracle Systems,Y,VA,200,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,Y,n/a,"n/a,",n/a,$38.0,2018,N,n/a,n/a,https://www.miraclesystems.net/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a
Mirg Corporation (dba Em Supply),Y,OH,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,n/a,http://correctionsmarketplace.com/,n/a,n/a,n/a,https://www.usaopps.com/government_contractors/contractor-5037587-MIRG-CORPORATION.htm
Mission Less Lethal Technologies,Y,IN,,1986,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://missionlesslethal.com/,See website,n/a,n/a,n/a,n/a
Mission Rubber,Y,CA,,1958,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://missionrubber.com/,https://aja.multiview.com/,n/a,n/a,n/a,n/a
Mistral Security,Y,MD,30,1988,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Equipment,IT & Communcations Infrastructure & Service,n/a,n/a,"n/a,",n/a,,,Y,n/a,n/a,http://www.mistralsecurityinc.com/,See website,See website,n/a,n/a,n/a
Mittauer & Associates,Y,FL,,1989,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.mittauer.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,n/a,n/a,n/a,n/a
MJ Kellner,Y,IL,,1920,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.mjkellner.com/,TDCJ Spending,n/a,n/a,n/a,n/a
MJF Food Sales,Y,MA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.mjffoodsales.com/,NYS DOCCS Spending,n/a,n/a,n/a,n/a
MLD Architects,Y,FL,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://mldarchitects.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,n/a,n/a,n/a,n/a
MLinqs ,Y,VA,,2003,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",n/a,n/a,Y,n/a,"n/a,",n/a,,,N,n/a,n/a,https://mlinqs.net/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,n/a,n/a
MMI Tag and Label,Y,PA,,1982,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.mmitags.com/?p=home,http://correctionsmarketplace.com/,n/a,n/a,n/a,n/a
Mobeus Equity Partners,Y,United Kingdom,35,2004,n/a,Mark Wignall,n/a,n/a,n/a,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,n/a,n/a,n/a,n/a,10,n/a,,,N,n/a,n/a,https://www.mobeus.co.uk/,See Tharstern,n/a,n/a,n/a,n/a
Mobile Life Support Services,Y,NY,450,1981,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Ambulance Services,n/a,n/a,n/a,n/a,"n/a,",n/a,$67.5,2018,N,n/a,n/a,http://www.mobilelife.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),n/a
Mobile Medical International Corporation,Y,VT,,1994,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",n/a,$17.0,2018,N,n/a,n/a,http://www.mmicglobal.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo (www.privco.com),n/a
Mobile Mini Solutions,Y,AZ,"2,008",1983,n/a,Kelly Williams,n/a,n/a,MINI,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,9,n/a,$612.6,2019,N,n/a,n/a,https://www.mobilemini.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003624-T.pdf,n/a,n/a,FactSet,n/a
MobilexUSA,Y,MD,,n/a,2008,n/a,Audax/Formation Capital,TridentUSA Health Services,n/a,Tier 2 - Investment Firm-Owned,Healthcare,Other,n/a,n/a,n/a,n/a,9,n/a,,,N,n/a,Acquired by TridentUSA in 2008,http://www.mobilexusa.com/,OH DRC Spending,n/a,n/a,n/a,https://www.law360.com/articles/498116/indian-harbor-sued-over-medicare-whistleblower-coverage
Model Concept Communications ,Y,VA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Personnel,Staff Training,n/a,n/a,Y,n/a,"n/a,",n/a,,,N,n/a,n/a,https://themodelconcept.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,n/a,n/a
Modern Detention Equipment,Y,OH,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,Y,n/a,n/a,http://www.modmfg.com/mde/home.aspx,See website,n/a,n/a,n/a,n/a
Moduform,Y,MA,170,1976,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",n/a,$16.5,2018,N,n/a,n/a,http://moduform.com/,TDCJ Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a
Modular Concepts ,Y,TX,,2011,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,Y,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.modularci.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,n/a,n/a
Mohawk Finishing Products,Y,NC,,1948,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.mohawk-finishing.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004080-T.pdf,n/a,n/a,n/a,n/a
"Molasky Group of Companies, The",Y,NV,,1951,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,Construction & Maintenance,Construction,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.molaskyco.com/,http://www.molaskyco.com/company.html,n/a,n/a,n/a,n/a
Molina Healthcare,Y,CA,"20,000",1980,n/a,Joseph Zubretsky,n/a,n/a,MOH,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Healthcare,n/a,n/a,n/a,n/a,9,n/a,"$16,829.0",2019,N,n/a,n/a,http://www.molinahealthcare.com,See Pathways,n/a,n/a,FactSet,https://www.businesswire.com/news/home/20150903005803/en/Molina-Healthcare-Acquire-Providence-Human-Services-Providence
Moly Manufacturing,Y,KS,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),n/a,n/a,n/a,Y,"n/a,",n/a,n/a,n/a,N,n/a,n/a,http://molymfg.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,n/a,https://www.nationalcia.org/statistical-reports,n/a,n/a
MOM Brands,N,MN,,1919,2015,n/a,n/a,Post Holdings,POST,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Commissary,n/a,n/a,n/a,n/a,7,n/a,,,N,n/a,Acquired by Post Holdings for $1.15 B; brand has been consolidated,n/a,TDCJ Spending,n/a,n/a,n/a,https://globenewswire.com/news-release/2015/01/26/699788/10116910/en/Post-Holdings-to-Acquire-MOM-Brands-for-1-15-Billion.html
Momentum Textiles (formerly Momentum Group),Y,CA,170,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",n/a,$22.0,2018,N,n/a,n/a,https://www.memosamples.com/,https://www.nationalcia.org/corporate-members,n/a,See corrections source,PrivCo (www.privco.com),n/a
Monadnock,Y,n/a,,n/a,n/a,n/a,Kanders & Company,Safariland,n/a,Tier 2 - Investment Firm-Owned,Equipment,Security Equipment,n/a,n/a,n/a,n/a,15,Y,,,N,n/a,Acquisition history unknown,https://www.safariland.com/brands/more.../monadnock/#sm.0001lrjq8rw51d8sytr25zjpr5w8r,See website,n/a,n/a,n/a,n/a
Monarch Coin and Security,Y,KY,,1903,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.monarchcoin.com/,http://correctionsmarketplace.com/,n/a,n/a,n/a,n/a
Monroe Medi-Trans,Y,NY,,1975,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Ambulance Services,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.monroeambulance.com/,NYS DOCCS Spending,n/a,n/a,n/a,n/a
Monsanto Company,N,MO,"20,500",1901,2019,n/a,n/a,Bayer,BAYZF,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,7,n/a,"$14,640.0",2017,N,n/a,Acquired by Bayer in 2018; folded into Bayer's Agricultural Division in 2018,https://monsanto.com/,See Seminis Vegetable Seeds,n/a,n/a,Intrinio (www.intrinio.com),https://monsanto.com/products/
Montana Leather,Y,MY,,1908,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.montanaleather.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003832-T.pdf,n/a,n/a,n/a,n/a
Montgomery Coscia Grelich,Y,TX,292,2003,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Financial Services,Other,n/a,n/a,n/a,n/a,"n/a,",n/a,$60.5,2018,N,n/a,Corporate insurance for Securus,http://www.mcggroup.com,NYS DOCCS Securus Contract,n/a,n/a,PrivCo (www.privco.com),n/a
Montgomery Technology,Y,AL,,1987,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,Corrections Data Systems,Telecom,Prison Communications,n/a,n/a,"n/a,",n/a,,,Y,n/a,n/a,http://www.montgomerytechnology.com/,See website,n/a,n/a,n/a,n/a
Morfaw Brown Farms,Y,FL,,2015,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,n/a,http://www.dc.state.fl.us/business/contracts/,n/a,n/a,n/a,n/a
Morgan & Slates,Y,CA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.morganandslates.com/,California Spending Data - 2018,n/a,n/a,n/a,n/a
Morgan Bros Supply,Y,FL,110,1980,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,$21.0,2018,N,n/a,n/a,https://www.morganbros.com/,FL DOC Spending,n/a,n/a,PrivCo (www.privco.com),http://correctionsmarketplace.com/
Morgan Stanley,Y,NY,"57,633",1935,n/a,James P. Gorman,n/a,n/a,MS,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,"Construction, Equipment, & Acquisition Financing",n/a,n/a,n/a,n/a,9,n/a,"$41,419.0",2019,N,n/a,n/a,http://www.morganstanley.com/,http://www.truth-out.org/news/item/33286-private-prisons-just-bit-players-in-mass-incarceration,n/a,n/a,FactSet,n/a
Morning Glory,Y,CA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,n/a,California Spending Data - 2018,n/a,n/a,n/a,n/a
MorphoTrust USA,Y,CT,,2011,2017,n/a,n/a,IDEMIA,n/a,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,Security Technology,n/a,n/a,n/a,n/a,"n/a,",n/a,$450.1,2010,N,n/a,Merged with Oberthur Technologies in 2017 to form OT-Morpho; Renamed IDEMIA; 2010 financials prior to acquisition,http://www.morphotrust.com/,http://www.morphotrust.com/IdentitySolutions/ForLawEnforcement.aspx,n/a,n/a,PrivCo (www.privco.com),https://mobileidworld.com/merger-ot-morpho-005315/
Morris & McDaniel,Y,VA,,1976,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Personnel,Other,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.morrisandmcdaniel.com/,http://www.dc.state.fl.us/business/contracts/,n/a,n/a,n/a,n/a
Morris Group Internatonal,Y,CT,"1,700",1954,n/a,Donald Morris,n/a,n/a,n/a,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,Maintenance Services,n/a,n/a,n/a,n/a,"n/a,",n/a,$663.0,2018,N,n/a,n/a,https://www.morrisgroup.co/home,https://www.morrisgroup.co/divisions?mID=241,n/a,n/a,PrivCo (www.privco.com),n/a
Morris Petroleum,Y,MS,"1,250",n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,n/a,http://www.dc.state.fl.us/business/contracts/,n/a,n/a,n/a,n/a
Morrison Healthcare,Y,GA,,1920,2001,n/a,n/a,"Compass Group, The",CPG-GB,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Other,Food & Commissary,Prison Food,n/a,n/a,13,Y,,,N,n/a,Acquired by Compass Group in 2001 for $563 M; healthcare food service provider,http://www.morrisonhealthcare.com/,TDCJ Spending,n/a,n/a,n/a,https://www.wsj.com/articles/SB981477817140920117
Morse Watchmans,Y,CT,65,1882,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,Equipment,Security Technology,n/a,n/a,"n/a,",n/a,$18.0,2018,N,n/a,n/a,http://www.morsewatchmans.com/,https://www.morsewatchmans.com/markets/corrections,n/a,n/a,PrivCo (www.privco.com),n/a
Mortenson,Y,WI,"5,326",1954,n/a,n/a,n/a,n/a,n/a,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Construction,n/a,n/a,n/a,n/a,"n/a,",n/a,"$4,000.0",2019,N,n/a,n/a,http://www.mortenson.com/,http://www.mortenson.com/seattle/projects/puyallup-tribe-of-indians-correctional-facility,n/a,n/a,PrivCo (www.privco.com),n/a
Morton Salt,Y,IL,,1848,2009,n/a,n/a,K+S,SDF-DE,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,7,n/a,,,N,n/a,Acquired by K+S in 2009 for $1.7 B,http://www.mortonsalt.com/,OH DRC Spending,n/a,n/a,n/a,http://www.k-plus-s.com/en/news/presseinformationen/2009/presse-091001.html
Moseley Architects,Y,VA,285,1969,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a,n/a,"n/a,",n/a,$72.3,2019,N,n/a,n/a,http://www.moseleyarchitects.com,http://www.moseleyarchitects.com/correctiondetention-projects/local-detention/more-local-detention-projects/,n/a,n/a,PrivCo (www.privco.com),http://www.richmond.com/business/moseley-architects-merging-with-northern-va--based-beeryrio/article_8f953df8-fa5d-5540-bac8-404bd7040fcc.html
Moss and Associates,Y,FL,,2004,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://mosscm.com/,http://mosscm.com/projects/sector/government/,n/a,n/a,n/a,n/a
"Moss Group, The",Y,DC,,2002,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Personnel,Staff Training,n/a,n/a,n/a,n/a,"n/a,",n/a,,,Y,n/a,n/a,http://www.mossgroup.us/,See website,n/a,n/a,n/a,n/a
Mossberg Flex System,Y,CT,,1919,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.mossberg.com,https://www.mossberg.com/law-enforcement/,n/a,n/a,n/a,n/a
"Moten Company, The",Y,CA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,n/a,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,n/a,n/a,n/a,n/a
Mother Lode Van & Storage,Y,CA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Personnel,Other,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://sacramentomover.net/,California Spending Data - 2018,n/a,n/a,n/a,n/a
Motion Industries,Y,AL,"6,974",1946,1972,n/a,n/a,Genuine Parts Company,GPC,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,7,n/a,"$4,890.0",2017,N,n/a,Acquired by Genuine Parts in 1972,https://www.motionindustries.com/,TDCJ Spending,n/a,n/a,https://www.inddist.com/article/2018/09/industrial-distributions-2018-big-50-list,https://en.wikipedia.org/wiki/Motion_Industries
Motoport,Y,CA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://motoport.com/,http://www.motoport.com/product-category/police-gear/,n/a,n/a,n/a,n/a
Motor Coach Industries,Y,IL,,1933,2015,n/a,n/a,New Flyer Industries (NFI Group),NFI-CA,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Transportation,Prison Transportation,n/a,n/a,n/a,n/a,12,Y,$613.1,2016,N,n/a,Acquired by New Flyer Industries in 2015 for $455 M; 2015 pro forma financials,http://www.mcicoach.com/,http://www.mcicoach.com/public-sector/publicPrison.htm,n/a,n/a,https://www.newflyer.com/site-content/uploads/2017/09/2016-q4-financial-report.pdf,https://www.newflyer.com/2015/11/new-flyer-announces-acquisition-of-mci-north-americas-leading-motor-coach-manufacturer-parts-and-service-company/
Motorola Solutions,Y,IL,"14,000",1928,n/a,Greg Brown,n/a,n/a,MSI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,Data & Information Systems,Corrections Data Systems,Y,n/a,9,n/a,"$7,887.0",2019,N,n/a,n/a,https://www.motorolasolutions.com/en_us.html,See Spillman Technologies,https://www.theverge.com/2018/6/20/17485238/ice-contract-microsoft-motorola-dell-hp-enterprise-deportation,n/a,FactSet,http://www.ijis.org/?page=sustaining_members
Mount Vernon Mills,Y,SC,"2,700",1847,n/a,n/a,n/a,n/a,n/a,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",n/a,"$1,300.0",2018,N,n/a,n/a,https://mvmills.com/,TDCJ Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a
Mountain High Transportation Group,N,PA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Transportation,Visitor Transportation,n/a,n/a,n/a,n/a,"n/a,",n/a,,,Y,n/a,n/a,n/a,http://www.cor.pa.gov/Inmates/Visiting/Pages/Inmate-Family-Transportation-Services.aspx,n/a,n/a,n/a,n/a
Mountain/Service Distributors,Y,NY,80,1928,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,n/a,n/a,n/a,n/a,"n/a,",n/a,$44.0,2018,N,n/a,n/a,https://www.mtnservice.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),n/a
MP2 Energy,Y,TX,,2009,2017,n/a,n/a,Royal Dutch Shell,RDS.A,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,n/a,n/a,6,n/a,,,N,n/a,Acquired by Royal Dutch Shell in 2017,http://www.mp2energy.com/,OH DRC Spending,n/a,n/a,n/a,https://www.shell.com/business-customers/trading-and-supply/trading/news-and-media-releases/mp-two-energy-llc-acquisition-deal.html
MRO Warehouse,Y,CA,,2004,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.mrowarehouse.com/,California Spending Data - 2018,n/a,n/a,n/a,n/a
Mrs Nelson's Toy & Book Shop,Y,CA,,1985,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.mrsnelsons.com/,California Spending Data - 2018,n/a,n/a,n/a,n/a
MS Square Construction,Y,AZ,,1998,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://mssquareconstruction.com/,FBOP Spending,n/a,n/a,n/a,n/a
MSA Safety,Y,PA,n/a,1914,n/a,Nish J. Vartanian,n/a,n/a,MSA,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,8,n/a,"$1,402.0",2019,N,n/a,n/a,http://us.msasafety.com/,http://www.southernpoliceequipment.com/shop/default.asp?h=b&b=192,n/a,n/a,FactSet,n/a
MSC Industrial Supply,Y,NY,"9,000",1941,n/a,Erik Gershwind,n/a,n/a,MSM,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,10,n/a,"$3,363.8",2019,N,n/a,n/a,https://www.mscdirect.com/,California Spending Data - 2018,n/a,n/a,FactSet,n/a
MSE Worldwide,Y,TX,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.mseworldwide.com/lifejacket/intro.html,See website,n/a,n/a,n/a,n/a
MT2,Y,CO,100,1996,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a,n/a,"n/a,",n/a,$20.0,2018,N,n/a,n/a,http://mt2.com/,FL DOC Spending,n/a,n/a,PrivCo (www.privco.com),n/a
MTG Management Consultants,Y,WA,,1973,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",n/a,n/a,n/a,n/a,"n/a,",n/a,,,Y,n/a,n/a,https://mtgmc.com/,https://mtgmc.com/child-page/,n/a,n/a,n/a,n/a
MTJ American,Y,NC,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://mtjamerican.com/index.html,See website,n/a,n/a,n/a,n/a
MTM Recognition Corp,Y,OK,500,1971,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,$79.8,2018,N,n/a,n/a,https://www.mtmrecognition.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003790-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a
MTM Technologies,Y,IL,225,1986,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a,n/a,"n/a,",n/a,$150.0,2015,N,n/a,Went private in 2015,https://www.mtm.com/,OH DRC Spending,n/a,n/a,https://www.mtm.com/30-year-timeline/,n/a
MTS Medication Technologies (dba MTS Packaging Systems),Y,CA,,1984,2012,n/a,n/a,Omnicell,OMCL,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,6,n/a,$75.0,2012,N,n/a,Acquired by Omnicell in 2012 for $156 M,https://www.omnicell.com/mts,https://facts.fldfs.com/Search/PurchaseOrderDetails.aspx?AgencyId=700000&PONo=PO328281&Tab=1,n/a,n/a,https://www.omnicell.com/News_and_Events/Press_Releases/Omnicell_to_Acquire_MTS_Medication_Technologies_to_Create_a_Leader_in_Medication_Management.aspx,n/a
